name,disease_target,composition,suitable_for,price,effectiveness_score,availability
Escitalopram,Anxiety Disorder,"[{'ingredient': 'Escitalopram Oxalate', 'mg': 17.0, 'percentage': 100.0}]","['Adult', 'Senior']",599.17,0.6947,True
Bisoprolol 250mg,Heart Failure,"[{'ingredient': 'Bisoprolol Fumarate', 'mg': 2.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",472.23,0.6497,False
Clozapine,Schizophrenia,"[{'ingredient': 'Clozapine', 'mg': 150, 'percentage': 100.0}]","['Adult', 'Senior']",1477.88,0.6309,True
Dexlansoprazole,GERD,"[{'ingredient': 'Dexlansoprazole', 'mg': 35, 'percentage': 100.0}]",['Child'],52.38,0.8418,True
Febrex OD,Seasonal Flu,"[{'ingredient': 'Paracetamol', 'mg': 645, 'percentage': 62.9}, {'ingredient': 'Ibuprofen', 'mg': 380, 'percentage': 37.1}]",['Senior'],128.18,0.5552,True
Flecainide CR,Arrhythmia,"[{'ingredient': 'Flecainide Acetate', 'mg': 140, 'percentage': 100.0}]",['Adult'],1499.4,0.816,True
Darbepoetin Forte,Chronic Kidney Disease,"[{'ingredient': 'Darbepoetin Alfa', 'mg': 120, 'percentage': 100.0}]","['Child', 'Adult']",4728.81,0.6206,True
Erythropoietin 500mg,Chronic Kidney Disease,"[{'ingredient': 'Epoetin Alfa', 'mg': 7240, 'percentage': 100.0}]",['Adult'],3581.93,0.8186,True
Topiramate,Epilepsy,"[{'ingredient': 'Topiramate', 'mg': 120, 'percentage': 100.0}]","['Adult', 'Senior']",1058.13,0.5205,True
Doxazosin CR,Benign Prostatic Hyperplasia,"[{'ingredient': 'Doxazosin Mesylate', 'mg': 4.5, 'percentage': 100.0}]",['Child'],195.99,0.7571,True
Duloxetine,Fibromyalgia,"[{'ingredient': 'Duloxetine HCl', 'mg': 76, 'percentage': 100.0}]",['Child'],194.45,0.5999,True
Omeprazole,Gastritis,"[{'ingredient': 'Omeprazole', 'mg': 21, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",245.47,0.8352,False
Hydrocortisone Generic,Eczema,"[{'ingredient': 'Hydrocortisone', 'mg': 14.0, 'percentage': 100.0}]",['Child'],148.51,0.5653,True
Jardiance 1000mg,Type 2 Diabetes,"[{'ingredient': 'Empagliflozin', 'mg': 12.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1146.64,0.7713,False
Liothyronine Forte,Hypothyroidism,"[{'ingredient': 'Liothyronine Sodium', 'mg': 14.5, 'percentage': 100.0}]","['Child', 'Adult']",118.94,0.6362,True
Vonoprazan 1000mg,GERD,"[{'ingredient': 'Vonoprazan Fumarate', 'mg': 19.0, 'percentage': 100.0}]","['Adult', 'Senior']",93.39,0.9421,False
Paroxetine Generic,PTSD,"[{'ingredient': 'Paroxetine HCl', 'mg': 47, 'percentage': 100.0}]",['Child'],210.03,0.5087,True
Bupropion,Major Depressive Disorder,"[{'ingredient': 'Bupropion HCl', 'mg': 140, 'percentage': 100.0}]","['Adult', 'Senior']",249.61,0.8942,True
Tizanidine,Lower Back Pain,"[{'ingredient': 'Tizanidine HCl', 'mg': 2.5, 'percentage': 100.0}]",['Child'],505.14,0.6888,False
Aprepitant Plus,Chemotherapy Nausea,"[{'ingredient': 'Aprepitant', 'mg': 125, 'percentage': 100.0}]",['Child'],344.3,0.7374,True
Rivastigmine,Alzheimer's Disease,"[{'ingredient': 'Rivastigmine Tartrate', 'mg': 6.0, 'percentage': 100.0}]",['Adult'],3633.29,0.5208,True
Ofloxacin Eye CR,Conjunctivitis,"[{'ingredient': 'Ofloxacin', 'mg': 3.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",119.68,0.712,True
Doxycycline,Acne Vulgaris,"[{'ingredient': 'Doxycycline Hyclate', 'mg': 93, 'percentage': 100.0}]",['Adult'],310.75,0.5622,True
Isosorbide Di,Angina,"[{'ingredient': 'Isosorbide Dinitrate', 'mg': 12.0, 'percentage': 100.0}]",['Senior'],954.51,0.6648,True
Buspirone,Anxiety Disorder,"[{'ingredient': 'Buspirone HCl', 'mg': 20.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",775.63,0.868,True
Loperamide,Gastroenteritis,"[{'ingredient': 'Loperamide HCl', 'mg': 3.5, 'percentage': 100.0}]",['Child'],168.06,0.7647,True
Amantadine,Parkinson's Disease,"[{'ingredient': 'Amantadine HCl', 'mg': 120, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",2493.82,0.8711,True
Beclate,Asthma,"[{'ingredient': 'Beclomethasone', 'mg': 66, 'percentage': 100.0}]",['Adult'],1486.18,0.606,True
Methimazole,Hyperthyroidism,"[{'ingredient': 'Methimazole', 'mg': 12.0, 'percentage': 100.0}]","['Adult', 'Senior']",78.09,0.6437,True
Capsaicin Patch,Neuropathic Pain,"[{'ingredient': 'Capsaicin', 'mg': 8.0, 'percentage': 100.0}]",['Senior'],508.32,0.6482,True
Brimonidine 1000mg,Glaucoma,"[{'ingredient': 'Brimonidine Tartrate', 'mg': 1.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",203.56,0.8445,True
D-Cold,Seasonal Flu,"[{'ingredient': 'Paracetamol', 'mg': 360, 'percentage': 100.0}]","['Adult', 'Senior']",46.42,0.6071,True
Azelastine Forte,Allergic Rhinitis,"[{'ingredient': 'Azelastine HCl', 'mg': 165, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",370.66,0.6597,True
Methotrexate,Arthritis,"[{'ingredient': 'Methotrexate', 'mg': 25, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",307.37,0.9046,True
Colchicine Forte,Gout,"[{'ingredient': 'Colchicine', 'mg': 0.623, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",412.79,0.8279,True
Aprepitant XR,Chemotherapy Nausea,"[{'ingredient': 'Aprepitant', 'mg': 95, 'percentage': 100.0}]","['Adult', 'Senior']",1042.89,0.9238,True
Amiodarone,Arrhythmia,"[{'ingredient': 'Amiodarone HCl', 'mg': 120, 'percentage': 100.0}]","['Child', 'Adult']",1209.68,0.7797,True
Augmentin,Urinary Tract Infection,"[{'ingredient': 'Amoxicillin', 'mg': 685, 'percentage': 84.6}, {'ingredient': 'Clavulanate', 'mg': 125, 'percentage': 15.4}]",['Adult'],115.83,0.5419,True
Lamotrigine,Epilepsy,"[{'ingredient': 'Lamotrigine', 'mg': 255, 'percentage': 100.0}]",['Child'],861.22,0.5521,True
Celecoxib OD,Post-operative Pain,"[{'ingredient': 'Celecoxib', 'mg': 295, 'percentage': 100.0}]",['Senior'],720.54,0.6791,True
Natalizumab 250mg,Multiple Sclerosis,"[{'ingredient': 'Natalizumab', 'mg': 300, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",11446.99,0.5936,True
Dienogest,Endometriosis,"[{'ingredient': 'Dienogest', 'mg': 2.0, 'percentage': 100.0}]","['Adult', 'Senior']",789.36,0.6568,True
Tacrolimus CR,Eczema,"[{'ingredient': 'Tacrolimus', 'mg': 0.058, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",2061.42,0.839,True
ORS Dengue 500mg,Dengue Fever,"[{'ingredient': 'Sodium Chloride', 'mg': 520, 'percentage': 16.1}, {'ingredient': 'Glucose', 'mg': 2700, 'percentage': 83.9}]",['Adult'],197.57,0.8026,True
Milnacipran 500mg,Fibromyalgia,"[{'ingredient': 'Milnacipran HCl', 'mg': 45, 'percentage': 100.0}]",['Child'],299.22,0.6294,True
Misoprostol,Gastritis,"[{'ingredient': 'Misoprostol', 'mg': 0.144, 'percentage': 100.0}]","['Adult', 'Senior']",250.18,0.904,True
Candesartan Generic,Hypertension,"[{'ingredient': 'Candesartan', 'mg': 28, 'percentage': 100.0}]","['Adult', 'Senior']",646.09,0.8168,True
Piperacillin,Pneumonia,"[{'ingredient': 'Piperacillin', 'mg': 3690, 'percentage': 91.2}, {'ingredient': 'Tazobactam', 'mg': 355, 'percentage': 8.8}]","['Adult', 'Senior']",1678.39,0.652,True
Insulin Aspart,Type 1 Diabetes,"[{'ingredient': 'Insulin Aspart', 'mg': 100, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1350.35,0.7567,True
Azathioprine CR,Crohn's Disease,"[{'ingredient': 'Azathioprine', 'mg': 61, 'percentage': 100.0}]","['Child', 'Adult']",7738.68,0.9627,True
Azelastine CR,Allergic Rhinitis,"[{'ingredient': 'Azelastine HCl', 'mg': 220, 'percentage': 100.0}]",['Adult'],119.21,0.6894,True
Morphine,Post-operative Pain,"[{'ingredient': 'Morphine Sulphate', 'mg': 12.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",117.47,0.89,True
Quetiapine,Bipolar Disorder,"[{'ingredient': 'Quetiapine Fumarate', 'mg': 110, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",675.82,0.7102,True
Quetiapine,Schizophrenia,"[{'ingredient': 'Quetiapine Fumarate', 'mg': 730, 'percentage': 100.0}]",['Child'],1062.53,0.6797,True
Tramadol CR,Fibromyalgia,"[{'ingredient': 'Tramadol HCl', 'mg': 82, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",548.84,0.5582,True
Sumatriptan,Migraine,"[{'ingredient': 'Sumatriptan', 'mg': 75, 'percentage': 100.0}]","['Adult', 'Senior']",412.17,0.9337,True
Meclizine Plus,Vertigo,"[{'ingredient': 'Meclizine HCl', 'mg': 41, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",139.34,0.922,True
Methylphenidate Generic,ADHD,"[{'ingredient': 'Methylphenidate HCl', 'mg': 36, 'percentage': 100.0}]","['Child', 'Adult']",1087.37,0.684,True
Pioglitazone OD,Type 2 Diabetes,"[{'ingredient': 'Pioglitazone', 'mg': 25, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",812.42,0.7986,True
Chloramphenicol,Conjunctivitis,"[{'ingredient': 'Chloramphenicol', 'mg': 6.5, 'percentage': 100.0}]","['Adult', 'Senior']",91.93,0.9355,True
Indacaterol XR,COPD,"[{'ingredient': 'Indacaterol', 'mg': 145, 'percentage': 100.0}]","['Adult', 'Senior']",920.54,0.8984,False
Escitalopram,Anxiety Disorder,"[{'ingredient': 'Escitalopram Oxalate', 'mg': 12.5, 'percentage': 100.0}]",['Senior'],705.89,0.8458,False
Bicarbonate SR,Chronic Kidney Disease,"[{'ingredient': 'Sodium Bicarbonate', 'mg': 455, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",4761.0,0.7607,True
Metoclopramide SR,Chemotherapy Nausea,"[{'ingredient': 'Metoclopramide HCl', 'mg': 34, 'percentage': 100.0}]","['Child', 'Adult']",2717.33,0.5714,True
Methimazole,Hyperthyroidism,"[{'ingredient': 'Methimazole', 'mg': 9.5, 'percentage': 100.0}]","['Child', 'Adult']",252.55,0.6884,False
Fluoxetine OD,Major Depressive Disorder,"[{'ingredient': 'Fluoxetine HCl', 'mg': 55, 'percentage': 100.0}]",['Child'],772.13,0.7005,True
Bupropion 250mg,Major Depressive Disorder,"[{'ingredient': 'Bupropion HCl', 'mg': 260, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",302.6,0.828,True
Theo-Asthalin,Asthma,"[{'ingredient': 'Theophylline', 'mg': 310, 'percentage': 77.9}, {'ingredient': 'Etofylline', 'mg': 88, 'percentage': 22.1}]",['Adult'],926.61,0.5986,True
Ketoconazole,Fungal Infection,"[{'ingredient': 'Ketoconazole', 'mg': 200, 'percentage': 100.0}]","['Adult', 'Senior']",280.98,0.5096,True
Valproate Generic,Bipolar Disorder,"[{'ingredient': 'Sodium Valproate', 'mg': 495, 'percentage': 100.0}]","['Adult', 'Senior']",928.94,0.7554,True
Eletriptan 250mg,Migraine,"[{'ingredient': 'Eletriptan Hydrobromide', 'mg': 36, 'percentage': 100.0}]",['Adult'],290.86,0.5995,True
Erythropoietin,Chronic Kidney Disease,"[{'ingredient': 'Epoetin Alfa', 'mg': 7450, 'percentage': 100.0}]",['Adult'],4571.18,0.5464,True
Betahistine,Vertigo,"[{'ingredient': 'Betahistine Dihydrochloride', 'mg': 23, 'percentage': 100.0}]",['Child'],218.32,0.5974,True
Ventolin 250mg,Asthma,"[{'ingredient': 'Salbutamol', 'mg': 105, 'percentage': 100.0}]","['Child', 'Adult']",912.99,0.9311,True
Insulin Detemir 250mg,Type 1 Diabetes,"[{'ingredient': 'Insulin Detemir', 'mg': 100, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1043.18,0.6569,True
Dapagliflozin,Type 2 Diabetes,"[{'ingredient': 'Dapagliflozin', 'mg': 6.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",542.96,0.7792,True
Cyclobenzaprine 500mg,Fibromyalgia,"[{'ingredient': 'Cyclobenzaprine HCl', 'mg': 9.5, 'percentage': 100.0}]","['Adult', 'Senior']",660.58,0.8456,True
Allopurinol Forte,Gout,"[{'ingredient': 'Allopurinol', 'mg': 360, 'percentage': 100.0}]","['Child', 'Adult']",401.91,0.7526,True
Pregabalin,Fibromyalgia,"[{'ingredient': 'Pregabalin', 'mg': 245, 'percentage': 100.0}]",['Senior'],471.42,0.7524,True
Spironolactone,Polycystic Ovary Syndrome,"[{'ingredient': 'Spironolactone', 'mg': 31, 'percentage': 100.0}]","['Child', 'Adult']",281.78,0.8913,True
Alendronate,Osteoporosis,"[{'ingredient': 'Alendronate Sodium', 'mg': 57, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",2666.89,0.6236,True
Prazosin Forte,PTSD,"[{'ingredient': 'Prazosin HCl', 'mg': 2.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",281.59,0.6236,False
Omeprazole 500mg,Peptic Ulcer,"[{'ingredient': 'Omeprazole', 'mg': 37, 'percentage': 100.0}]","['Adult', 'Senior']",201.83,0.5084,True
Azelastine,Allergic Rhinitis,"[{'ingredient': 'Azelastine HCl', 'mg': 165, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",60.2,0.514,True
Hydrochlorothiazide,Hypertension,"[{'ingredient': 'Hydrochlorothiazide', 'mg': 23, 'percentage': 100.0}]","['Adult', 'Senior']",529.24,0.83,True
Chloramphenicol XR,Conjunctivitis,"[{'ingredient': 'Chloramphenicol', 'mg': 7.5, 'percentage': 100.0}]",['Child'],78.37,0.851,True
Amantadine,Parkinson's Disease,"[{'ingredient': 'Amantadine HCl', 'mg': 115, 'percentage': 100.0}]",['Senior'],332.24,0.5316,True
Paliperidone,Schizophrenia,"[{'ingredient': 'Paliperidone', 'mg': 6.0, 'percentage': 100.0}]","['Adult', 'Senior']",281.24,0.5796,True
Nexium 500mg,GERD,"[{'ingredient': 'Esomeprazole', 'mg': 36, 'percentage': 100.0}]","['Adult', 'Senior']",207.91,0.9381,True
Acetazolamide,Glaucoma,"[{'ingredient': 'Acetazolamide', 'mg': 450, 'percentage': 100.0}]",['Adult'],861.82,0.8335,True
Acetazolamide Forte,Glaucoma,"[{'ingredient': 'Acetazolamide', 'mg': 410, 'percentage': 100.0}]","['Child', 'Adult']",490.52,0.5842,True
Verapamil XR,Arrhythmia,"[{'ingredient': 'Verapamil HCl', 'mg': 145, 'percentage': 100.0}]",['Child'],816.44,0.5716,True
Azathioprine,Crohn's Disease,"[{'ingredient': 'Azathioprine', 'mg': 100, 'percentage': 100.0}]",['Senior'],2549.49,0.5285,False
Letrozole,Polycystic Ovary Syndrome,"[{'ingredient': 'Letrozole', 'mg': 5.0, 'percentage': 100.0}]",['Child'],672.37,0.9216,True
Dexlansoprazole,GERD,"[{'ingredient': 'Dexlansoprazole', 'mg': 31, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",148.32,0.712,True
Dupilumab 500mg,Eczema,"[{'ingredient': 'Dupilumab', 'mg': 240, 'percentage': 100.0}]","['Child', 'Adult']",463.85,0.5941,True
Ivabradine OD,Angina,"[{'ingredient': 'Ivabradine HCl', 'mg': 5.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",171.61,0.8766,True
Topiramate Forte,Epilepsy,"[{'ingredient': 'Topiramate', 'mg': 130, 'percentage': 100.0}]",['Adult'],747.82,0.8371,True
Indacaterol,COPD,"[{'ingredient': 'Indacaterol', 'mg': 85, 'percentage': 100.0}]",['Adult'],916.29,0.7207,True
Melatonin 1000mg,Insomnia,"[{'ingredient': 'Melatonin', 'mg': 7.0, 'percentage': 100.0}]","['Child', 'Adult']",49.11,0.6719,True
Budesonide Nasal,Allergic Rhinitis,"[{'ingredient': 'Budesonide', 'mg': 63, 'percentage': 100.0}]","['Adult', 'Senior']",195.66,0.5988,True
Granisetron Forte,Chemotherapy Nausea,"[{'ingredient': 'Granisetron HCl', 'mg': 1.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",166.09,0.7192,True
Paliperidone Generic,Schizophrenia,"[{'ingredient': 'Paliperidone', 'mg': 8.5, 'percentage': 100.0}]","['Adult', 'Senior']",368.53,0.7897,True
Teriflunomide OD,Multiple Sclerosis,"[{'ingredient': 'Teriflunomide', 'mg': 12.5, 'percentage': 100.0}]",['Senior'],10058.37,0.7446,True
Paroxetine 250mg,PTSD,"[{'ingredient': 'Paroxetine HCl', 'mg': 45, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",328.37,0.5066,True
Pregabalin,Fibromyalgia,"[{'ingredient': 'Pregabalin', 'mg': 240, 'percentage': 100.0}]",['Child'],708.39,0.6152,False
Loratadine 500mg,Allergic Rhinitis,"[{'ingredient': 'Loratadine', 'mg': 10.0, 'percentage': 100.0}]",['Senior'],395.12,0.7145,False
Brimonidine,Glaucoma,"[{'ingredient': 'Brimonidine Tartrate', 'mg': 1.5, 'percentage': 100.0}]","['Child', 'Adult']",600.31,0.6713,True
Mebeverine Generic,Irritable Bowel Syndrome,"[{'ingredient': 'Mebeverine HCl', 'mg': 170, 'percentage': 100.0}]","['Adult', 'Senior']",97.35,0.8901,True
Colchicine XR,Gout,"[{'ingredient': 'Colchicine', 'mg': 1.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",309.06,0.9619,True
Amlodipine,Angina,"[{'ingredient': 'Amlodipine Besylate', 'mg': 9.5, 'percentage': 100.0}]","['Child', 'Adult']",879.31,0.5841,True
Hydrocortisone,Eczema,"[{'ingredient': 'Hydrocortisone', 'mg': 18.0, 'percentage': 100.0}]","['Adult', 'Senior']",2274.76,0.8671,True
Dapagliflozin 250mg,Type 2 Diabetes,"[{'ingredient': 'Dapagliflozin', 'mg': 9.0, 'percentage': 100.0}]","['Child', 'Adult']",417.32,0.9102,False
Clarithromycin,Bronchitis,"[{'ingredient': 'Clarithromycin', 'mg': 425, 'percentage': 100.0}]",['Child'],285.04,0.7287,True
Furosemide,Heart Failure,"[{'ingredient': 'Furosemide', 'mg': 35, 'percentage': 100.0}]","['Adult', 'Senior']",2914.13,0.69,True
Carbamazepine 250mg,Epilepsy,"[{'ingredient': 'Carbamazepine', 'mg': 350, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",935.94,0.7788,True
Mebeverine 250mg,Irritable Bowel Syndrome,"[{'ingredient': 'Mebeverine HCl', 'mg': 185, 'percentage': 100.0}]","['Adult', 'Senior']",346.41,0.7831,False
Grilinctus,Seasonal Flu,"[{'ingredient': 'Bromhexine', 'mg': 6.0, 'percentage': 8.1}, {'ingredient': 'Guaifenesin', 'mg': 68, 'percentage': 91.9}]","['Child', 'Adult', 'Senior']",61.8,0.505,True
Donepezil 250mg,Alzheimer's Disease,"[{'ingredient': 'Donepezil HCl', 'mg': 7.0, 'percentage': 100.0}]","['Adult', 'Senior']",4804.41,0.7488,True
Flunarizine,Vertigo,"[{'ingredient': 'Flunarizine HCl', 'mg': 7.0, 'percentage': 100.0}]",['Senior'],51.47,0.6686,True
Ofloxacin Eye OD,Conjunctivitis,"[{'ingredient': 'Ofloxacin', 'mg': 3.0, 'percentage': 100.0}]",['Senior'],66.97,0.7098,False
Evolocumab Forte,Hyperlipidemia,"[{'ingredient': 'Evolocumab', 'mg': 350, 'percentage': 100.0}]","['Adult', 'Senior']",1621.31,0.8141,True
Zyrtec OD,Common Cold,"[{'ingredient': 'Cetirizine', 'mg': 10.0, 'percentage': 100.0}]","['Adult', 'Senior']",63.85,0.5588,True
Capsaicin Patch SR,Neuropathic Pain,"[{'ingredient': 'Capsaicin', 'mg': 8.0, 'percentage': 100.0}]",['Senior'],278.02,0.6663,True
Dienogest,Endometriosis,"[{'ingredient': 'Dienogest', 'mg': 2.0, 'percentage': 100.0}]","['Adult', 'Senior']",803.72,0.5204,True
Cyclosporine,Psoriasis,"[{'ingredient': 'Cyclosporine', 'mg': 82, 'percentage': 100.0}]","['Child', 'Adult']",8686.56,0.5745,True
Amphetamine,ADHD,"[{'ingredient': 'Mixed Amphetamine Salts', 'mg': 20, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1567.97,0.6337,False
Rivastigmine Generic,Alzheimer's Disease,"[{'ingredient': 'Rivastigmine Tartrate', 'mg': 2.5, 'percentage': 100.0}]","['Child', 'Adult']",6896.2,0.7125,True
Milnacipran,Fibromyalgia,"[{'ingredient': 'Milnacipran HCl', 'mg': 48, 'percentage': 100.0}]",['Senior'],122.38,0.5671,True
Clonazepam,Epilepsy,"[{'ingredient': 'Clonazepam', 'mg': 0.763, 'percentage': 100.0}]",['Senior'],1178.52,0.7249,True
Febuxostat,Gout,"[{'ingredient': 'Febuxostat', 'mg': 61, 'percentage': 100.0}]","['Adult', 'Senior']",185.29,0.6858,False
Sacubitril 250mg,Heart Failure,"[{'ingredient': 'Sacubitril', 'mg': 82, 'percentage': 46.6}, {'ingredient': 'Valsartan', 'mg': 94, 'percentage': 53.4}]","['Child', 'Adult', 'Senior']",310.69,0.5702,True
Montelukast 500mg,Asthma,"[{'ingredient': 'Montelukast Sodium', 'mg': 9.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1331.02,0.8426,True
Dexamethasone,Chemotherapy Nausea,"[{'ingredient': 'Dexamethasone', 'mg': 19.0, 'percentage': 100.0}]",['Senior'],2307.2,0.7841,True
Dexamethasone 250mg,Cancer Pain Management,"[{'ingredient': 'Dexamethasone', 'mg': 15.5, 'percentage': 100.0}]",['Adult'],262.23,0.6181,True
Loratadine 250mg,Allergic Rhinitis,"[{'ingredient': 'Loratadine', 'mg': 10.0, 'percentage': 100.0}]","['Adult', 'Senior']",191.16,0.5493,True
Spironolactone CR,Polycystic Ovary Syndrome,"[{'ingredient': 'Spironolactone', 'mg': 170, 'percentage': 100.0}]","['Child', 'Adult']",521.18,0.7401,True
Etanercept 500mg,Arthritis,"[{'ingredient': 'Etanercept', 'mg': 26, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1148.9,0.8355,True
Desloratadine,Allergic Rhinitis,"[{'ingredient': 'Desloratadine', 'mg': 5.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",411.34,0.6767,True
Voriconazole Plus,Fungal Infection,"[{'ingredient': 'Voriconazole', 'mg': 195, 'percentage': 100.0}]","['Adult', 'Senior']",441.16,0.9289,True
Allegra,Common Cold,"[{'ingredient': 'Fexofenadine', 'mg': 155, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",100.61,0.5034,True
Meclizine 250mg,Vertigo,"[{'ingredient': 'Meclizine HCl', 'mg': 21, 'percentage': 100.0}]","['Adult', 'Senior']",241.2,0.8466,True
Isosorbide Mono,Angina,"[{'ingredient': 'Isosorbide Mononitrate', 'mg': 36, 'percentage': 100.0}]","['Adult', 'Senior']",748.72,0.9583,True
Triple Therapy Generic,Peptic Ulcer,"[{'ingredient': 'Amoxicillin', 'mg': 500, 'percentage': 48.8}, {'ingredient': 'Clarithromycin', 'mg': 500, 'percentage': 48.8}, {'ingredient': 'Omeprazole', 'mg': 24, 'percentage': 2.4}]","['Child', 'Adult']",358.75,0.6419,True
Simvastatin,Hyperlipidemia,"[{'ingredient': 'Simvastatin', 'mg': 15.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1275.04,0.5221,True
Flunarizine,Vertigo,"[{'ingredient': 'Flunarizine HCl', 'mg': 8.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",98.61,0.5104,True
Linaclotide 500mg,Irritable Bowel Syndrome,"[{'ingredient': 'Linaclotide', 'mg': 210, 'percentage': 100.0}]","['Adult', 'Senior']",240.06,0.5172,True
Lamotrigine,Bipolar Disorder,"[{'ingredient': 'Lamotrigine', 'mg': 62, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1387.08,0.9001,True
Milnacipran,Fibromyalgia,"[{'ingredient': 'Milnacipran HCl', 'mg': 99, 'percentage': 100.0}]","['Adult', 'Senior']",493.62,0.5282,True
Dimethyl Fumarate,Multiple Sclerosis,"[{'ingredient': 'Dimethyl Fumarate', 'mg': 225, 'percentage': 100.0}]",['Senior'],4643.35,0.5038,False
Clotrimazole,Fungal Infection,"[{'ingredient': 'Clotrimazole', 'mg': 10.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",204.64,0.6926,True
Diclofenac Gel Plus,Lower Back Pain,"[{'ingredient': 'Diclofenac Diethylamine', 'mg': 10.0, 'percentage': 100.0}]",['Child'],338.79,0.5541,False
Topiramate SR,Epilepsy,"[{'ingredient': 'Topiramate', 'mg': 135, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",469.6,0.5021,True
Metformin,Polycystic Ovary Syndrome,"[{'ingredient': 'Metformin HCl', 'mg': 1300, 'percentage': 100.0}]","['Adult', 'Senior']",88.97,0.7703,True
Cromolyn Eye XR,Conjunctivitis,"[{'ingredient': 'Cromolyn Sodium', 'mg': 40, 'percentage': 100.0}]","['Adult', 'Senior']",148.17,0.9451,True
